Artist,Song
PLATTERS , Only You 
PLATTERS , Only You (And You Alone) 
PLATTERS , Red Sails In The Sunset 
PLATTERS , Remember When 
PLATTERS , Smoke Gets In My Eyes 
PLATTERS , Smoke Gets In Your Eyes 
PLATTERS , Twilight Time 
PLATTERS , Twilight Times 
PLATTERS , With This Ring 
PLATTERS , You'll Never Never Know 
PLATTERS , You've Got The Magic Touch 
PLAY , Us Against The World 
PLAY , Whole Again 
PLAY WITH FIRE , Rolling Stones 
PLAYA LIMBO , AÚ N Pienso En Ti 
PLAYAZ CIRCLE & LIL WAYNE , Duffle Bag Boy 
PLAYER , Baby Come Back 
PLAYMATES , Beep Beep 
PLAYMATES , Beep Beep (His Horn Went) 
PLEASURE P , Did You Wrong 
PLIES & JAMIE FOXX & THE DREAM , Please Excuse My Hands 
PLIMSOULS , A Million Miles Away 
PLUMB , Hang On 
PLUMB , Need You Now 
PLUMB , Need You Now (How Many Times) 
PLUME LATRAVERSE , Le Retour À La Terre 
PLUTO SHERVINGTON , Dat 
PM DAWN , I Had No Right 
PM DAWN , I'd Die Without You 
PM DAWN , Looking Through Patient Eyes 
PM DAWN , Set Adrift On Memory Bliss 
PM DAWN , You Don't Love Me 
PNK , Walk Me Home 
POCAHONTAS , Colors Of The Wind 
POCAHONTAS , Colours Of The Wind 
POCAHONTAS , Just Around The River Bend 
POCAHONTAS , Vindens Farver 
POCHY FAMILIA , Amor De Lejos Merengue 
POCO , Heart Of The Night 
POCO , Kind Woman (Live) 
POCO , Rose Of Cimarron 
POD , Alive 
POD , Boom 
POD , Goodbye For Now 
POD , Lights Out 
POD , Rock The Party (Off The Hook) 
POD , Satellite 
POD , Sleeping Awake 
POD , Youth Of The Nation 
"PODER DEL NORTE, EL ", Ni Que Valieras Tanto 
POE , Angry Johnny 
POE , Hello 
POE , Hey Pretty 
POETS OF THE FALL , Carnival Of Rust - 
POGUES , Dark Streets Of London 
POGUES , Dirty Old Town 
POGUES , Fiesta 
POGUES , Fiesta (Part Spanish) 
POGUES , I'll Tell Me Ma 
POGUES , Irish Rover 
POGUES , Sally Mac Lennane 
POGUES , Wild Rover 
POGUES & DUBLINERS , Irish Rover 
POGUES & KIRSTY MACCOLL , Fairytale Of New York 
POGUES & THE DUBLINERS , Irish Rover 
POGUES & THE DUBLINERS , The Irish Rover 
POINT OF GRACE , Day By Day 
POINT OF GRACE , How You Live (Turn Up The Music) 
POINT OF GRACE , I Wish 
POINTER SISTERS , Automatic 
POINTER SISTERS , Dare Me 
POINTER SISTERS , Fairytale 
POINTER SISTERS , Fire 
POINTER SISTERS , He's So Shy 
POINTER SISTERS , How Long (Betcha' Got A Chick On The Side) 
POINTER SISTERS , I'm So Excited 
POINTER SISTERS , Jump (For My Love) 
POINTER SISTERS , Jump (For My Love) (With Vocals) 
POINTER SISTERS , Jump For My Love 
POINTER SISTERS , Neutron Dance 
POINTER SISTERS , Santa Claus Is Coming To Town 
POINTER SISTERS , Slow Hand 
POINTER SISTERS , Yes We Can Can 
POISON , Every Rose Has Its Thorn 
POISON , Every Rose Has It's Thorn 
POISON , Every Rose Has It's Thron 
POISON , Fallen Angel 
POISON , Flesh And Blood Sacrifice 
POISON , I Want Action 
POISON , I Won't Forget You 
POISON , Look What The Cat Dragged In 
POISON , Nothin' But A Good Time 
POISON , Something To Believe In 
POISON , Talk Dirty To Me 
POISON , Unskinny Bop 
POISON , Your Mama Don't Dance 
POKEMON , Pokemon Theme 
POLARKREIS 18 , Allein Allein 
POLICE , Can't Stand Losing You 
POLICE , De Do Do Do De Da Da Da 
POLICE ," De Do Do Do, De Da Da Da "
POLICE , Dont Stand So Close To Me 
POLICE , Don't Stand So Close To Me 
POLICE , Every Breath You Take 
POLICE , Every Little Thing She Does Is Magic 
POLICE , Fall Out 
POLICE , Invisible Sun 
POLICE , King Of Pain 
POLICE , Message In A Bottle 
POLICE , Murder By Numbers 
POLICE , Roxanne 
POLICE , So Lonely 
POLICE , Spirits In The Material World 
POLICE , Synchronicity II 
POLICE , Walking On The Moon 
POLICE , Wrapped Around Your Finger 
"PONDER, SYKES & WRIGHT ", He Whispers Sweet Peace To Me 
PONYTAILS , Born Too Late 
POOH , Alessandra (Cori) 
POOH , Ali Per Guardare Occhi Per Volare 
POOH , Amici Per Sempre (Cori) 
POOH , Cara Bellissima (Cori) 
POOH , Diritto D'amare 
POOH , Dove Sto Domani 
POOH , E' Bello Riaverti 
POOH , E Vorrei 
POOH , Eleonora Mia Madre (Cori) 
POOH , Giorni Infiniti 
POOH , Gitano 
POOH , L'anno Il Posto E L'ora 
POOH , Medley (Cori) Canteròxte-Dimmidisi-Chifermeràmusica) 
POOH , Medley Palasport-Banda Nel Vento-Piccola Katy-Tanta Voglia 
POOH , Non Dimenticarti Di Me (+ Voce) 
POOH , Notte A Sorpresa (Cori) 
POOH , Parsifal 
POOH , Piccola Katy (Cori) 
POOH , Pierre 
POOH , Pronto Buongiorno La Sveglia 
POOH , Scusami (Cori) 
POOH , Solo Cari Ricordi (Cori) 
POOH , Tanta Voglia Di Lei (Cori) 
POOH , Un Caffe' Da Jennifer 
POP EVIL , 100 In A 55 
POP EVIL , Monster You Made 
POP EVIL , Stepping Stone 
POP IDOL FINALISTS , Happy Xmas (War Is Over) 
POP IDOLS , Do You Know The Way To San Jose 
POP IDOLS , Happy Xmas (War Is Over) 
POP IDOLS , Let's Face The Music And Dance 
POP IDOLS , Whole Again 
POP IDOLS , Winner Takes It All 
POP WILL EAT ITSELF , Can U Dig It 
POPCAAN , Only Man She Want 
POPPY FAMILY , Which Way Are You Goin' Billy 
POR EL AMOR DE UNA MUJER , Julio Iglesias 
POR QUE ME ENAMORE , Grupo Bryndis 
POR UNA MUJER BONITA , Pepe Aguilar 
PORCUPINE TREE , Blackest Eyes 
PORCUPINE TREE , Lightbulb Sun (Warszawa)(CC) 
PORCUPINE TREE , Trains 
PORGY & BESS ," Bess, You Is My Woman "
PORGY & BESS , I Got Plenty O' Nuttin' 
PORGY & BESS , It Ain't Necessarily So 
PORGY & BESS , My Man's Gone Now 
PORGY & BESS , Summertime 
PORGY & BESS , There's A Boat Leavin' Soon For New York 
PORNO FOR PYROS , Pets 
PORTER ROBINSON , Language 
PORTER WAGONER , Cold Hard Facts Of Life 
PORTER WAGONER , Eat Drink And Be Merry 
PORTER WAGONER , I Thought I Heard You Calling My Name 
PORTER WAGONER , I'll Go Down Swinging 
PORTER WAGONER , Misery Loves Company 
PORTER WAGONER , Satisfied Mind 
PORTER WAGONER , Tryin' To Forget The Blues 
PORTER WAGONER , We Wish You A Merry Christmas 
PORTER WAGONER , Y'all Come 
PORTER WAGONER , Your Old Love Letters 
PORTER WAGONER & DOLLY PARTON , Before I Met You 
PORTER WAGONER & DOLLY PARTON , Better Move It 
PORTER WAGONER & DOLLY PARTON , Burning The Mi 
PORTER WAGONER & DOLLY PARTON , Burning The Midnight Oil 
PORTER WAGONER & DOLLY PARTON , Daddy Was An Old Time Preacher Man 
PORTER WAGONER & DOLLY PARTON , Forty Miles From Poplar Bluff 
PORTER WAGONER & DOLLY PARTON , Holding On To 
PORTER WAGONER & DOLLY PARTON , If Teardrops Were Pennies 
PORTER WAGONER & DOLLY PARTON , If You Go I'll Follow 
PORTER WAGONER & DOLLY PARTON , Jeannie's Afraid Of The Dark 
PORTER WAGONER & DOLLY PARTON , Last Thing On My Mind 
PORTER WAGONER & DOLLY PARTON , Making Plans 
PORTER WAGONER & DOLLY PARTON , Please Don't Stop Loving Me 
PORTER WAGONER & DOLLY PARTON , Tomorrow Is Forever 
PORTER WAGONER & DOLLY PARTON , We'll Get Ahead Someday 
PORTER WAGONER & DOLLY PARTON , Yours Love 
PORTISHEAD , Sour Times 
PORTUGAL THE MAN , Feel It Still 
PORTUGAL. THE MAN , Feel It Still 
POSDATA , Ingrato Amor 
POST MALONE , Better Now 
POST MALONE , Better Now (96Kbps) 
POST MALONE , Candy Paint 
POST MALONE , Circles 
POST MALONE , Hollywood's Bleeding 
POST MALONE , I Fall Apart 
POST MALONE , I Fall Apart (96Kbps) 
POST MALONE , Psycho 
POST MALONE , Rockstar 
POST MALONE , Take What You Want 
POST MALONE , Thousand Bad Times 
POST MALONE , Wow 
POST MALONE , Wow. 
POST MALONE , Wow. (Explicit Implied) 
POST MALONE & 21 SAVAGE , Rockstar 
POST MALONE & QUAVO , Congratulations 
POST MALONE & SWAE LEE , Sunflower 
POST MALONE & SWAE LEE , Sunflower (Spider Man) 
POST MALONE & TY DOLLA $IGN , Psycho 
POST MALONE & TY DOLLA SIGN , Psycho 
POST MALONE & YOUNG THUG , Goodbyes 
POST MALONE & YOUNG THUG  , Goodbyes (Explicit Implied) 
POST MODERN JUKEBOX , Hey Ya 
POSTMODERN JUKEBOX , I Don't Want To Miss A Thing 
POSTMODERN JUKEBOX , Thriller 
POUL KREBS , Johnny Var Lige Ved At Blive Sindsyg 
POUL KREBS , Sådan Nogle Som Os 
POURQUOI LES & B.B. , T'es Dans La Lune 
POVL KJØLLER , Cykelsangen 
POVL KJØLLER , Krabbesangen 
POVL KJØLLER , Skovsangen 
POWDER BLUES , Good Rockin' Tonight 
POWDERFINGER , All Of The Dreamers 
POWDERFINGER , Burn Your Name 
POWDERFINGER , Don't Wanna Be Left Out 
POWDERFINGER , Love Your Way 
POWDERFINGER , My Happiness 
POWDERFINGER , My Kind Of Scene 
POWDERFINGER , On My Mind 
POWDERFINGER , Since You've Been Gone 
POWDERFINGER , Stumblin 
POWDERFINGER , Sunsets 
POWDERFINGER , These Days 
POWER STATION , Get It On 
POWER STATION , Some Like It Hot 
POWERMAN 5000 , Free 
POWERMAN 5000 , When Worlds Collide 
POWFU & BEABADOO BEE , Death Bed 
POZO-SECO SINGERS , I Can Make It With You 
PRAIRIE OYSTER , One Way Track 
PRAISE & WORSHIP , Above All 
PRAISE & WORSHIP , All Things Are Possible 
PRAISE & WORSHIP , Ancient Of Days 
PRAISE & WORSHIP , As The Deer 
PRAISE & WORSHIP , Awesome God 
PRAISE & WORSHIP , Better Is One Day 
PRAISE & WORSHIP , Blessed Be The Name Of The Lord 
PRAISE & WORSHIP , Celebrate Jesus 
PRAISE & WORSHIP , Change My Heart Oh God 
PRAISE & WORSHIP , Come Into His Presence 
PRAISE & WORSHIP , Come Just As You Are 
PRAISE & WORSHIP ," Come, Now Is The Time To Worship "
PRAISE & WORSHIP , Draw Me Close 
PRAISE & WORSHIP , Every Move I Make 
PRAISE & WORSHIP , Give Thanks 
PRAISE & WORSHIP , God Is Good All The Time 
PRAISE & WORSHIP , Heart Of Worship 
PRAISE & WORSHIP , Hosanna 
PRAISE & WORSHIP , I Believe In Jesus 
PRAISE & WORSHIP , I Could Sing Of Your Love Forever 
PRAISE & WORSHIP ," I Love You, Lord "
PRAISE & WORSHIP , I Sing Praises 
PRAISE & WORSHIP , I Will Celebrate 
PRAISE & WORSHIP , I Will Serve Thee 
PRAISE & WORSHIP , In That Day 
PRAISE & WORSHIP , In The Secret 
PRAISE & WORSHIP ," Jesus, Lover Of My Soul "
PRAISE & WORSHIP , Lamb Of God 
PRAISE & WORSHIP , Let It Rise 
PRAISE & WORSHIP ," Lord, I Lift Your Name On High "
PRAISE & WORSHIP , Mighty Is Our God 
PRAISE & WORSHIP , My Life Is In You Lord 
PRAISE & WORSHIP , My Redeemer Lives 
PRAISE & WORSHIP ," Open Our Eyes, Lord "
PRAISE & WORSHIP , Open The Eyes Of My Heart Lord 
PRAISE & WORSHIP , Praise The Name Of Jesus 
PRAISE & WORSHIP , Rise Up And Praise Him 
PRAISE & WORSHIP , River Is Here 
PRAISE & WORSHIP , Rock Of Ages 
PRAISE & WORSHIP , Shout To The Lord 
PRAISE & WORSHIP , Surely The Presence Of The Lord 
PRAISE & WORSHIP , Take My Life 
PRAISE & WORSHIP , This Is The Day 
PRAISE & WORSHIP , This Is The Day That The Lord Hath Made 
PRAISE & WORSHIP , Trading My Sorrows 
PRAISE & WORSHIP , Victory Chant 
PRAISE & WORSHIP , We Bring The Sacrifice Of Praise 
PRAISE & WORSHIP , We Want To See Jesus Lifted High 
PRAISE & WORSHIP , You Are My Kind (Amazing Love) 
PRAISE & WORSHIP , Your Love Oh Lord 
PRAS MICHEL & OBD & MYA , Gheto Superstar (Duet) 
PRATT & MC CLAIN , Happy Days 
PRECIOUS , Say It Again 
PRECIOUS , Say It Again (Eurovision) 
PREFAB SPROUT , King Of Rock 'n' Roll 
PREFAB SPROUT , When Love Breaks Down 
PRES DE MOI , Lorie 
PRESIDENTS OF THE USA , Dune Buggy 
PRESIDENTS OF THE USA , Lump 
PRESIDENTS OF THE USA , Peaches 
PRESIDENTS OF THE USA , Video Killed The Radio Star 
PRESIDENTS OF USA , Lump 
PRETENDERS , 2000 Miles 
PRETENDERS , Back On The Chain Gang 
PRETENDERS , Brass In Pocket 
PRETENDERS , Don't Get Me Wrong 
PRETENDERS , Everyday Is Like Sunday 
PRETENDERS , Goodbye 
PRETENDERS , Have Yourself A Merry Little Christmas 
PRETENDERS , Human 
PRETENDERS , Hymn To Her 
PRETENDERS , I'll Stand By You 
PRETENDERS , Middle Of The Road 
PRETENDERS , Night In My Veins 
PRETENDERS , Sense Of Purpose 
PRETENDERS , Stop Your Sobbing 
PRETENDERS , Talk Of The Town 
PRETTY POISON , Catch Me (I'm Falling) 
PRETTY POISON , Catch Me I'm Falling 
PRETTY RECKLESS , Light Me Up 
PRETTY RECKLESS , Make Me Wanna Die 
PRETTY RECKLESS , My Medicine 
PRETTY RECKLESS , Zombie 
PRETTY RICKY , Grind With Me 
PRETTY RICKY , Love Like Honey 
PRETTY RICKY , Your Body 
PRETTY RICKY & BUTTA CREAME , Cuddle Up 
PRETTY SAMMY , Magic Girl 
PRIDES , Out Of The Blue 
PRIMAL SCREAM , Country Girl 
PRIMAL SCREAM , Movin' On Up 
PRIMAL SCREAM , Rocks 
PRIME CIRCLE , As Long As I Am Here 
PRIMITIVE QUARTET , Walking In The Highway 
PRIMITIVE RADIO GODS , Standing Outside A Broken Phone Booth 
PRIMITIVES , Crash 
PRIMUS , Wynnona's Big Brown Beaver 
PRINCE ,1999
PRINCE , Alphabet Street 
PRINCE , Bat Dance 
PRINCE , Betcha By Golly Wow 
PRINCE , Call My Name 
PRINCE , Controversy 
PRINCE , Cream 
PRINCE , Darling Nikki 
PRINCE , Delirious 
PRINCE , Diamonds And Pearls 
PRINCE , Do Me Baby 
PRINCE , Get Off 
PRINCE , Gold 
PRINCE , I Hate U 
PRINCE , I Wanna Be Your Lover 
PRINCE , Kiss 
PRINCE , Let It Go 
PRINCE , Let's Go Crazy 
PRINCE , Little Red Corvette 
PRINCE , Money Don't Matter 2 Night 
PRINCE , Morning Papers 
PRINCE , Most Beautiful Girl In The World 
PRINCE , Musicology 
PRINCE , My Name Is Prince 
PRINCE , On The Couch 
PRINCE , P###Y Control 
PRINCE , Purple Medley 
PRINCE , Purple Rain 
PRINCE , Purple Rain (Acoustic) 
PRINCE , Raspberry Beret 
PRINCE , Seven 
PRINCE , Sexy MF 
PRINCE , Sign Of The Times 
PRINCE , Somebody's Somebody 
PRINCE , Sometimes It Snows In April 
PRINCE , Te Amo Corazon 
PRINCE , The Most Beautiful Girl In The World 
PRINCE , Thieves In The Temple 
PRINCE , When Doves Cry 
PRINCE & REVOLUTION , Baby I'm A Star 
PRINCE & REVOLUTION , Erotic City 
PRINCE & REVOLUTION , Let's Go Crazy 
PRINCE & REVOLUTION , Pop Life 
PRINCE & REVOLUTION , Sign O' The Times 
PRINCE & REVOLUTION , The Beautiful Ones 
PRINCE & REVOLUTION & APOLLONIA , Take Me With You 
PRINCE & ROSIE GAINES , Nothing Compares 2 U 
PRINCE & SHEENA EASTON , U Got The Look 
PRINCE & THE NEW POWER GENERATION ,7
PRINCE & THE NEW POWER GENERATION , Diamonds And Pearls 
PRINCE & THE NEW POWER GENERATION , Get Off 
PRINCE & THE NEW POWER GENERATION , Seven 
PRINCE & THE NEW POWER GENERATION , Sexy MF 
PRINCE & THE REVOLUTION , I Would Die For You 
PRINCE & THE REVOLUTION , Kiss 
PRINCE & THE REVOLUTION , Let's Go Crazy 
PRINCE & THE REVOLUTION , Purple Rain 
PRINCE & THE REVOLUTION , Raspberry Beret 
PRINCE & THE REVOLUTION , Sign 'O' The Times 
PRINCE & THE REVOLUTION , When Doves Cry 
PRINCE BUSTER , Madness 
PRINCE BUSTER , Whine And Grine 
PRINCE OF EGYPT & BOYZ II MEN , I Will Get There 
PRINCE ROYCE , CorazÓ N Sin Cara 
PRINCE ROYCE , Deja Vu 
PRINCE ROYCE , El Amor Que Perdimos 
PRINCE ROYCE , TÚ Y Yo 
PRINCESS SUPERSTAR , Bad Babysitter 
PRINCESSES , A Whole New World 
PRINCESSES , Bibbidi Bobbidi Boo 
PRINCESSES , Every Girl Can Be A Princess 
PRINCESSES , I Wonder 
PRINCESSES , I Won't Say (I'm In Love) 
PRINCESSES , If You Can Dream 
PRINCESSES , Once Upon A Dream 
PRINCESSES , So This Is Love 
PRISCILA & SUS BALAS DE PLATA , Paraiso Terrenal 
PRISCILA Y SUS BALAS DE PLATA , Paraiso Terrenal 
PRIYANKA CHOPA & PITBULL , Exotic 
PROCLAIMERS , 500 Miles 
PROCLAIMERS , I'm Gonna Be (500 Miles) 
PROCLAIMERS , I'm Gonna Be 500 Miles 
PROCLAIMERS , I'm Gonna Be Five Hundred Miles 
PROCLAIMERS , I'm On My Way 
PROCLAIMERS , Letter From America 
PROCLAIMERS , Letter From America (Duet) 
PROCLAIMERS , Letter From America (Solo) 
PROCLAIMERS , Life With You 
PROCLAIMERS , Sunshine On Leith 
PROCLAIMERS & BRIAN POTTER & ANDY PIPKIN , 500 Miles 
PROCOL HARUM , A Whiter Shade Of Pale 
PROCOL HARUM , Conquistador 
PROCOL HARUM , Homburg 
PRODIGY , Breathe 
PRODIGY , Firestarter 
PRODIGY , Nasty 
PRODIGY , Omen 
PRODUCERS , King Of Broadway 
PROFESSOR GREEN , I Need You Tonight 
PROFESSOR GREEN , Never Be A Right Time 
PROFESSOR GREEN , Photographs 
PROFESSOR GREEN & ED DREWETT , I Need You Tonight 
PROFESSOR GREEN & EMELI SANDE , Read All About It 
PROFESSOR GREEN & LILY ALLEN , Just Be Good To Green 
PROFESSOR GREEN & MR. PROBZ , Little Secrets 
PROFESSOR GREEN & RUTH ANNE , Remedy 
PROFESSOR GREEN & SIERRA KUSTERBECK , Avalon 
PROFESSOR GREEN & TORI KELLY , Lullaby 
PROFESSOR LONGHAIR , Hey Little Girl 
PROFYLE , Liar 
PROHIBITUARY , Who Invented The Design On The Bottom Of Plastic Soda Bottle
PROMISE , When I'm Gone 
PROMISE , When In Rome 
PRORATA , T'esbelle 
PROVOCANTE , Marjo 
PS 12 , Hjem Til Århus 
PS6053-11 , Seasons Of Love (Movie Version) 
PSEUDO ECHO , Funky Town 
PSY , Gangnam Style 
PSY , Gangnam Style (English Translated Version) 
PSY , Gangnam Style (English) 
PSY , Gangnam Style (Korean Hangul Version) 
PSY , Gentleman 
PSYCHEDELIC FURS , Ghost In You 
PSYCHEDELIC FURS , Love My Way 
PSYCHEDELIC FURS , Pretty In Pink 
PSYCHOSTICK , BEER!! 
PSYCHOSTICK , This Is Not A Song It's A Sandwich! 
PUBLIC ENEMY , Fight The Power 
PUBLIC ENEMY , Harder Than You Think 
PUBLIC ENEMY & ANTHRAX , Bring The Noise 
PUCCINI ACT 3 FROM OPERA TURANDOT , Nessun Dorma 
PUDDLE OF MUDD , Away From Me 
PUDDLE OF MUDD , Blurry 
PUDDLE OF MUDD , Control 
PUDDLE OF MUDD , Drift And Die 
PUDDLE OF MUDD , He Hates Me 
PUDDLE OF MUDD , Heel Over Head 
PUDDLE OF MUDD , Psycho 
PUDDLE OF MUDD , She Hates Me 
PUDDLE OF MUDD , She Hates Me (Explicit) 
PUDDLE OF MUDD , Spaceship 
PUDDLE OF MUDD , Spin You Around 
PUDDLE OF MUDD , Stoned 
PUEDES CONTAR CONMIGO , La Oreja De Van Gogh 
PUERTO RICAN POWER , Emergencia De Amor 
PUERTO RICAN POWER , Juguete De Nadie 
PUERTO RICAN POWER , Pena De Amor 
PUFF DADDY , I'll Be Missing You 
PUFF DADDY & FAITH EVANS , I'll Be Missin' You 
PUFF DADDY & FAITH EVANS , I'll Be Missing You 
PUFF DADDY & FAITH EVANS & 112 , I'll Be Missing You 
PUFF DADDY & R KELLY , Satisfy You 
PUFF JOHNSON , Forever More 
PULP , All Time High 
PULP , Babies 
PULP , Common People 
PULP , Disco 2000 
PULP , Do You Remember The First Time 
PULP , Help The Aged 
PULP , Mile End 
PULP , Monday Morning 
PULP , Sorted For E's And Wizz 
PULP , This Is Hardcore 
PUNCH DRUNK CABARET , 18 Wheeler Skid 
PUNCH DRUNK CABARET , The Immaculate Pompadours 
PUR , Abenteuerland 
PUR , Ich Denk An Dich 
PURE PRAIRIE LEAGUE , Amie 
PURE PRAIRIE LEAGUE , Let Me Love You Tonight 
PURETONE , Addicted To Bass 
PURSUIT OF HAPPINESS , She's So Young 
PUSCIFER , Conditions Of My Parole 
PUSH PLAY , My Everything 
PUSHBIKE SONG , Mixtures 
PUSSEYCAT DOLLS & BUSTA RHYMES , Don't Cha 
PUSSY CAT , Missippissi 
PUSSYCAT , Mississippi 
PUSSYCAT , My Broken Souvenirs 
PUSSYCAT , Smile 
PUSSYCAT , Teenage Queenie 
PUSSYCAT DOLLLS , Don't Cha 
PUSSYCAT DOLLS , Beep 
PUSSYCAT DOLLS , Bottle Pop 
PUSSYCAT DOLLS , Buttons 
PUSSYCAT DOLLS , Don'cha 
PUSSYCAT DOLLS , Don't Cha 
PUSSYCAT DOLLS , Don't Cha (No Rapping) 
PUSSYCAT DOLLS , Don't Ya 
PUSSYCAT DOLLS , Fever 
PUSSYCAT DOLLS ," How Many Times, How Many Lies "
PUSSYCAT DOLLS , Hush Hush 
PUSSYCAT DOLLS , Hush Hush Hush Hush 
PUSSYCAT DOLLS , Hush Hush Hush Hush (I Will Survive) 
PUSSYCAT DOLLS , I Don't Need A Man 
PUSSYCAT DOLLS , I Hate This Part 
PUSSYCAT DOLLS , Jai Ho (You Are My Destiny) 
PUSSYCAT DOLLS , React 
PUSSYCAT DOLLS , Stick Wit U 
PUSSYCAT DOLLS , Stuck With You 
PUSSYCAT DOLLS , Sway 
PUSSYCAT DOLLS , Takin' Over The World 
PUSSYCAT DOLLS , Wait A Minute 
PUSSYCAT DOLLS , Watcha Think 
PUSSYCAT DOLLS , When I Grow Up 
PUSSYCAT DOLLS & BIG SNOOP DOGG , Buttons 
PUSSYCAT DOLLS & BUSTA RHYMES , Don't Cha 
PUSSYCAT DOLLS & MISSY ELLIOT , Watcha Think About That 
PUSSYCAT DOLLS & MISSY ELLIOT , Whatcha Think About That 
PUSSYCAT DOLLS & NICOLE SCHERZINGER , Jai Ho 
PUSSYCAT DOLLS & SNOOP DOG , Buttons 
PUSSYCAT DOLLS & SNOOP DOGG , Buttons 
PUSSYCAT DOLLS & TIMBALAND , Wait A Minute 
PUSSYCAT DOLLS & WILL.I.AM , Beep 
PUSSYCAT DOLLS & WILLIAM , Beep 
PUSSYCTA DOLLS , Stckwitu 
PUSSYFOOT , The Way That You Do It 
PUT3SKA , Manila Girl 
PYTHON LEE JACKSON , In A Broken Dream 
Q LAZARUS , Goodbye Horses 
Q-TIP , Breathe And Stop 
QUAD CITY DJS , C'mon Ride The Train 
QUAD CITY DJ'S , C'Mon 'N Ride Da Train 
QUAND , Deschamps Martin 
QUARASHI , Stick 'em Up 
QUARTERFLASH , Harden My Heart 
QUARTERFLASH , Take Me To Heart 
QUE & DEF LEPPARD , Love Bites 
QUE POCA , Los Invasores De Nuevo Leon 
QUEDATE CONMIGO ESTA NOCHE , Rocio Durcal 
QUEEN , '39 
QUEEN , 7 Seas Of Rhye 
QUEEN , 7 Seas Of Rye 
QUEEN , A Kind Of Magic 
QUEEN , All Dead 
QUEEN , Another One Bites The Dust 
QUEEN , Another World 
QUEEN , Bicycle Race 
QUEEN , Body Language 
QUEEN , Boheimian Rhapsody 
QUEEN , Bohemian Rhapsody 
QUEEN , Breakthru' 
QUEEN , Crazy Little Thing Called Love 
QUEEN , Days Of Our Lives 
QUEEN , Doing Alright 
QUEEN , Don't Stop Me Now 
QUEEN , Fat Bottomed Girls 
QUEEN , Father To Son 
QUEEN , Friends Will Be Friends 
QUEEN , Fun It 
QUEEN , Good Old Fashioned Lover Boy 
QUEEN , Great Pretender 
QUEEN , Hammer To Fall 
QUEEN , Headlong 
QUEEN , Heaven For Everyone 
QUEEN , I Want Break Free 
QUEEN , I Want It All 
QUEEN , I Want To Break Free 
QUEEN , I Was Born To Love You 
QUEEN , I'm In Love With My Car 
QUEEN , Innuendo 
QUEEN , It's A Kind Of Magic 
QUEEN , Keep Yourself Alive 
QUEEN , Killer Queen 
QUEEN , Lazing On A Sunday Afternoon 
QUEEN , Let Me Live 
QUEEN , Life Is Real 
QUEEN , Living On My Own 
QUEEN , Love Of My Life 
QUEEN , Love Of My Life (Acoustic) 
QUEEN , Made In Heaven 
QUEEN , Medley 3 
QUEEN , Misfire 
QUEEN , Mother Love 
QUEEN , My Life Has Been Saved 
QUEEN , Nevermore 
QUEEN , No-One But You 
QUEEN , Now I'm Here 
QUEEN , One Vision 
QUEEN , Play The Game 
QUEEN , Princes Of The Universe 
QUEEN , Queen Medley 1 
QUEEN , Queen Medley 2 
QUEEN , Radio Ga Ga 
QUEEN , Save Me 
QUEEN , Seven Seas Of Rhye 
QUEEN , Sheer Heart Attack 
QUEEN , Show Must Go On 
QUEEN , Sleeping On The Side Walk 
QUEEN , Somebody To LOve 
QUEEN , Son And Daughter 
QUEEN , Spread Your Wings 
QUEEN , Staying Power 
QUEEN , Stone Cold Crazy 
QUEEN , Thank God It's Christmas 
QUEEN , The Show Must Go On 
QUEEN , These Are The Days Of Our Lives 
QUEEN , Tie Your Mother Down 
QUEEN , Too Much Love Will Kill You 
QUEEN , Under Pressure 
QUEEN , We Aill Rock You 
QUEEN , We Are The Champions 
QUEEN , We Will Rock You 
QUEEN , We Will Rock You (No Vocals) 
QUEEN , We Will Rock You We Are The Champions 
QUEEN , White Man 
QUEEN , White Queen 
QUEEN , Who Wants To Live Forever 
QUEEN , You Don't Fool Me 
QUEEN , You Take My Breath Away 
QUEEN , You're My Best Friend 
QUEEN & DAVID BOWIE , Under Pressure 
QUEEN LATIFAH & LIL' KIM & MACY GRAY , Cell Block Tango (He Had It Comin') 
QUEENS OF THE STONE AGE , 3's And 7's 
QUEENS OF THE STONE AGE , Avon 
QUEENS OF THE STONE AGE , Burn The Witch 
